0.031858407,0.051327434,0.015929204,0.001769912,0.007079646,0.012389381,0.037168142,0.060176991,0.086725664,0.049557522,0.053097345,0.030088496,0.067256637,0.046017699,0.047787611,0.044247788,0.038938053,0.053097345,0.049557522,0.037168142,0.049557522,0.05840708,0.040707965,0.030088496
0.040152964,0.005736138,0.001912046,0,0.003824092,0.114722753,0.076481836,0.09751434,0.021032505,0.022944551,0.091778203,0.057361377,0.051625239,0.034416826,0.03250478,0.030592734,0.028680688,0.051625239,0.040152964,0.019120459,0.04206501,0.022944551,0.066921606,0.045889101
0.049317943,0.011542497,0.003147954,0.002098636,0.003147954,0.010493179,0.053515215,0.075550892,0.045120672,0.038824764,0.051416579,0.062959077,0.056663169,0.056663169,0.057712487,0.062959077,0.059811123,0.045120672,0.038824764,0.03043022,0.048268625,0.036726128,0.049317943,0.050367261
0.037037037,0.012345679,0.005050505,0.003928171,0.002805836,0.003928171,0.034792368,0.147025814,0.074074074,0.042648709,0.047699214,0.047138047,0.049382716,0.034231201,0.025813692,0.030864198,0.033108866,0.04040404,0.052188552,0.069023569,0.051066218,0.054433221,0.059483726,0.041526375
0.040229885,0.014367816,0.00862069,0.007183908,0.005747126,0.005747126,0.031609195,0.047413793,0.048850575,0.064655172,0.054597701,0.041666667,0.030172414,0.043103448,0.027298851,0.04454023,0.048850575,0.033045977,0.056034483,0.05316092,0.061781609,0.08045977,0.077586207,0.073275862
0.019417476,0.009708738,0.002427184,0,0.004854369,0.012135922,0.07038835,0.036407767,0.036407767,0.036407767,0.033980583,0.033980583,0.031553398,0.014563107,0.031553398,0.038834951,0.055825243,0.046116505,0.041262136,0.084951456,0.087378641,0.106796117,0.082524272,0.082524272
0.024825446,0.007757952,0.002327386,0.003103181,0.000775795,0.009309542,0.044996121,0.16291699,0.027152832,0.017067494,0.020170675,0.034910784,0.058184639,0.031031808,0.024049651,0.026377036,0.015515904,0.043444531,0.084561676,0.109387122,0.078355314,0.065942591,0.058184639,0.049650892
0.046439628,0.012383901,0,0.003095975,0.00619195,0.003095975,0.012383901,0.034055728,0.080495356,0.089783282,0.095975232,0.055727554,0.058823529,0.040247678,0.06501548,0.074303406,0.046439628,0.030959752,0.034055728,0.037151703,0.037151703,0.034055728,0.049535604,0.052631579
0.290697674,0.104651163,0.007751938,0.007751938,0.003875969,0,0.007751938,0.069767442,0.042635659,0.054263566,0.050387597,0.027131783,0.019379845,0.031007752,0.019379845,0.023255814,0.019379845,0.023255814,0.031007752,0.027131783,0.042635659,0.027131783,0.019379845,0.050387597
0.040880503,0.012578616,0.006289308,0.003144654,0,0.003144654,0.006289308,0.01572327,0.025157233,0.018867925,0.018867925,0.034591195,0.037735849,0.047169811,0.034591195,0.050314465,0.040880503,0.053459119,0.072327044,0.119496855,0.125786164,0.091194969,0.078616352,0.062893082
0.012465374,0.005540166,0.003462604,0.000692521,0.002077562,0.006232687,0.020775623,0.059556787,0.060941828,0.058864266,0.056094183,0.061634349,0.083795014,0.059556787,0.064404432,0.045706371,0.047783934,0.049168975,0.072714681,0.064404432,0.064404432,0.040166205,0.040166205,0.019390582
0.065754466,0.022234892,0.0104523,0.006081338,0.004370962,0.006461422,0.027936146,0.05986317,0.062903839,0.054541999,0.054351957,0.052641581,0.059673128,0.061003421,0.045419992,0.045800076,0.040478905,0.045610034,0.062143672,0.094260737,0.044659825,0.028886355,0.024325352,0.020144432
0.056111367,0.0276114,0.010695715,0.005956691,0.004080827,0.005627592,0.016356217,0.045547292,0.050977424,0.041499375,0.040215889,0.053906404,0.067136181,0.051800171,0.038175476,0.037056539,0.039689331,0.059863095,0.065128678,0.059797275,0.053017837,0.052491279,0.055617719,0.061640229
